year,gene,method,subtype,region,continent,mismatch
2018,pH1N1 NA protein,beth-1 single gene,H1N1,NY,North America,4.448275862
2019,pH1N1 NA protein,beth-1 single gene,H1N1,NY,North America,3.75
2013,pH1N1 NA protein,beth-1 single gene,H1N1,CA,North America,1.428571429
2014,pH1N1 NA protein,beth-1 single gene,H1N1,CA,North America,5.833333333
2015,pH1N1 NA protein,beth-1 single gene,H1N1,CA,North America,3.9
2016,pH1N1 NA protein,beth-1 single gene,H1N1,CA,North America,0.708860759
2017,pH1N1 NA protein,beth-1 single gene,H1N1,CA,North America,2.416666667
2018,pH1N1 NA protein,beth-1 single gene,H1N1,CA,North America,4.42
2019,pH1N1 NA protein,beth-1 single gene,H1N1,CA,North America,3.993006993
2013,pH1N1 NA protein,beth-1 single gene,H1N1,CAN,North America,2.666666667
2014,pH1N1 NA protein,beth-1 single gene,H1N1,CAN,North America,5.333333333
2015,pH1N1 NA protein,beth-1 single gene,H1N1,CAN,North America,7.5
2016,pH1N1 NA protein,beth-1 single gene,H1N1,CAN,North America,1.24137931
2017,pH1N1 NA protein,beth-1 single gene,H1N1,CAN,North America,4
2018,pH1N1 NA protein,beth-1 single gene,H1N1,CAN,North America,4.787878788
2019,pH1N1 NA protein,beth-1 single gene,H1N1,CAN,North America,3.520833333
2013,pH1N1 NA protein,beth-1 single gene,H1N1,UK,Europe,1.714285714
2014,pH1N1 NA protein,beth-1 single gene,H1N1,UK,Europe,6.170212766
2015,pH1N1 NA protein,beth-1 single gene,H1N1,UK,Europe,4.818181818
2016,pH1N1 NA protein,beth-1 single gene,H1N1,UK,Europe,1.306179775
2017,pH1N1 NA protein,beth-1 single gene,H1N1,UK,Europe,3.518518519
2018,pH1N1 NA protein,beth-1 single gene,H1N1,UK,Europe,5.450617284
2019,pH1N1 NA protein,beth-1 single gene,H1N1,UK,Europe,4.442748092
2013,pH1N1 NA protein,beth-1 single gene,H1N1,GER,Europe,4.8
2014,pH1N1 NA protein,beth-1 single gene,H1N1,GER,Europe,5.285714286
2015,pH1N1 NA protein,beth-1 single gene,H1N1,GER,Europe,4.0625
2016,pH1N1 NA protein,beth-1 single gene,H1N1,GER,Europe,0.66
2017,pH1N1 NA protein,beth-1 single gene,H1N1,GER,Europe,1.222222222
2018,pH1N1 NA protein,beth-1 single gene,H1N1,GER,Europe,5.75
2019,pH1N1 NA protein,beth-1 single gene,H1N1,GER,Europe,4.551020408
2013,pH1N1 NA protein,beth-1 single gene,H1N1,FR,Europe,1.705882353
2014,pH1N1 NA protein,beth-1 single gene,H1N1,FR,Europe,5.754098361
2015,pH1N1 NA protein,beth-1 single gene,H1N1,FR,Europe,3.794117647
2016,pH1N1 NA protein,beth-1 single gene,H1N1,FR,Europe,1.173913043
2017,pH1N1 NA protein,beth-1 single gene,H1N1,FR,Europe,3.052631579
2018,pH1N1 NA protein,beth-1 single gene,H1N1,FR,Europe,5.21031746
2019,pH1N1 NA protein,beth-1 single gene,H1N1,FR,Europe,4.268817204
2013,pH1N1 NA protein,beth-1 single gene,H1N1,HK,Asia,2.583333333
2014,pH1N1 NA protein,beth-1 single gene,H1N1,HK,Asia,6.846153846
2015,pH1N1 NA protein,beth-1 single gene,H1N1,HK,Asia,4.454545455
2016,pH1N1 NA protein,beth-1 single gene,H1N1,HK,Asia,2.227272727
2017,pH1N1 NA protein,beth-1 single gene,H1N1,HK,Asia,2.731707317
2018,pH1N1 NA protein,beth-1 single gene,H1N1,HK,Asia,5.164383562
2019,pH1N1 NA protein,beth-1 single gene,H1N1,HK,Asia,5.204545455
2013,pH1N1 NA protein,beth-1 single gene,H1N1,SCP,Asia,1.842105263
2014,pH1N1 NA protein,beth-1 single gene,H1N1,SCP,Asia,5.057692308
2015,pH1N1 NA protein,beth-1 single gene,H1N1,SCP,Asia,3.923076923
2016,pH1N1 NA protein,beth-1 single gene,H1N1,SCP,Asia,4.643678161
2017,pH1N1 NA protein,beth-1 single gene,H1N1,SCP,Asia,2.97979798
2018,pH1N1 NA protein,beth-1 single gene,H1N1,SCP,Asia,4.54368932
2019,pH1N1 NA protein,beth-1 single gene,H1N1,SCP,Asia,4.546558704
2013,pH1N1 NA protein,beth-1 single gene,H1N1,JP,Asia,3.581818182
2014,pH1N1 NA protein,beth-1 single gene,H1N1,JP,Asia,5.776371308
2015,pH1N1 NA protein,beth-1 single gene,H1N1,JP,Asia,5.162162162
2016,pH1N1 NA protein,beth-1 single gene,H1N1,JP,Asia,2.485943775
2017,pH1N1 NA protein,beth-1 single gene,H1N1,JP,Asia,3.372781065
2018,pH1N1 NA protein,beth-1 single gene,H1N1,JP,Asia,5.67816092
2019,pH1N1 NA protein,beth-1 single gene,H1N1,JP,Asia,4.880239521
2013,pH1N1 NA protein,beth-1 single gene,H1N1,SG,Asia,3
2014,pH1N1 NA protein,beth-1 single gene,H1N1,SG,Asia,6
2015,pH1N1 NA protein,beth-1 single gene,H1N1,SG,Asia,4.966101695
2016,pH1N1 NA protein,beth-1 single gene,H1N1,SG,Asia,1.963768116
2017,pH1N1 NA protein,beth-1 single gene,H1N1,SG,Asia,3.677419355
2018,pH1N1 NA protein,beth-1 single gene,H1N1,SG,Asia,4.894308943
2019,pH1N1 NA protein,beth-1 single gene,H1N1,SG,Asia,5.560747664
2013,pH1N1 NA epitope,beth-1 single gene,H1N1,NY,North America,0.2
2014,pH1N1 NA epitope,beth-1 single gene,H1N1,NY,North America,0
2015,pH1N1 NA epitope,beth-1 single gene,H1N1,NY,North America,1.5
2016,pH1N1 NA epitope,beth-1 single gene,H1N1,NY,North America,0.230769231
2017,pH1N1 NA epitope,beth-1 single gene,H1N1,NY,North America,0
2018,pH1N1 NA epitope,beth-1 single gene,H1N1,NY,North America,1.172413793
2019,pH1N1 NA epitope,beth-1 single gene,H1N1,NY,North America,0.09375
2013,pH1N1 NA epitope,beth-1 single gene,H1N1,CA,North America,0
2014,pH1N1 NA epitope,beth-1 single gene,H1N1,CA,North America,0.083333333
2015,pH1N1 NA epitope,beth-1 single gene,H1N1,CA,North America,0.7
2016,pH1N1 NA epitope,beth-1 single gene,H1N1,CA,North America,0.037974684
2017,pH1N1 NA epitope,beth-1 single gene,H1N1,CA,North America,0.208333333
2018,pH1N1 NA epitope,beth-1 single gene,H1N1,CA,North America,1.32
2019,pH1N1 NA epitope,beth-1 single gene,H1N1,CA,North America,0.503496503
2013,pH1N1 NA epitope,beth-1 single gene,H1N1,CAN,North America,0.333333333
2014,pH1N1 NA epitope,beth-1 single gene,H1N1,CAN,North America,0.666666667
2015,pH1N1 NA epitope,beth-1 single gene,H1N1,CAN,North America,1
2016,pH1N1 NA epitope,beth-1 single gene,H1N1,CAN,North America,0.310344828
2017,pH1N1 NA epitope,beth-1 single gene,H1N1,CAN,North America,1
2018,pH1N1 NA epitope,beth-1 single gene,H1N1,CAN,North America,1.363636364
2019,pH1N1 NA epitope,beth-1 single gene,H1N1,CAN,North America,0.375
2013,pH1N1 NA epitope,beth-1 single gene,H1N1,UK,Europe,0.285714286
2014,pH1N1 NA epitope,beth-1 single gene,H1N1,UK,Europe,0.319148936
2015,pH1N1 NA epitope,beth-1 single gene,H1N1,UK,Europe,0.818181818
2016,pH1N1 NA epitope,beth-1 single gene,H1N1,UK,Europe,0.171348315
2017,pH1N1 NA epitope,beth-1 single gene,H1N1,UK,Europe,1.259259259
2018,pH1N1 NA epitope,beth-1 single gene,H1N1,UK,Europe,1.512345679
2019,pH1N1 NA epitope,beth-1 single gene,H1N1,UK,Europe,0.465648855
2013,pH1N1 NA epitope,beth-1 single gene,H1N1,GER,Europe,0.2
2014,pH1N1 NA epitope,beth-1 single gene,H1N1,GER,Europe,0.571428571
2015,pH1N1 NA epitope,beth-1 single gene,H1N1,GER,Europe,0.6875
2016,pH1N1 NA epitope,beth-1 single gene,H1N1,GER,Europe,0.08
2017,pH1N1 NA epitope,beth-1 single gene,H1N1,GER,Europe,0.111111111
2018,pH1N1 NA epitope,beth-1 single gene,H1N1,GER,Europe,1.1
2019,pH1N1 NA epitope,beth-1 single gene,H1N1,GER,Europe,0.428571429
2013,pH1N1 NA epitope,beth-1 single gene,H1N1,FR,Europe,0
2014,pH1N1 NA epitope,beth-1 single gene,H1N1,FR,Europe,0.37704918
2015,pH1N1 NA epitope,beth-1 single gene,H1N1,FR,Europe,0.235294118
2016,pH1N1 NA epitope,beth-1 single gene,H1N1,FR,Europe,0.099378882
2017,pH1N1 NA epitope,beth-1 single gene,H1N1,FR,Europe,0.736842105
2018,pH1N1 NA epitope,beth-1 single gene,H1N1,FR,Europe,1.357142857
2019,pH1N1 NA epitope,beth-1 single gene,H1N1,FR,Europe,0.38172043
2013,pH1N1 NA epitope,beth-1 single gene,H1N1,HK,Asia,0.25
2014,pH1N1 NA epitope,beth-1 single gene,H1N1,HK,Asia,0.769230769
2015,pH1N1 NA epitope,beth-1 single gene,H1N1,HK,Asia,0.818181818
2016,pH1N1 NA epitope,beth-1 single gene,H1N1,HK,Asia,0.045454545
2017,pH1N1 NA epitope,beth-1 single gene,H1N1,HK,Asia,0.414634146
2018,pH1N1 NA epitope,beth-1 single gene,H1N1,HK,Asia,1.095890411
2019,pH1N1 NA epitope,beth-1 single gene,H1N1,HK,Asia,0.659090909
2013,pH1N1 NA epitope,beth-1 single gene,H1N1,SCP,Asia,0.157894737
2014,pH1N1 NA epitope,beth-1 single gene,H1N1,SCP,Asia,0.192307692
2015,pH1N1 NA epitope,beth-1 single gene,H1N1,SCP,Asia,0.615384615
2016,pH1N1 NA epitope,beth-1 single gene,H1N1,SCP,Asia,0.25862069
2017,pH1N1 NA epitope,beth-1 single gene,H1N1,SCP,Asia,0.323232323
2018,pH1N1 NA epitope,beth-1 single gene,H1N1,SCP,Asia,0.985436893
2019,pH1N1 NA epitope,beth-1 single gene,H1N1,SCP,Asia,0.425101215
2013,pH1N1 NA epitope,beth-1 single gene,H1N1,JP,Asia,0.4
2014,pH1N1 NA epitope,beth-1 single gene,H1N1,JP,Asia,0.143459916
2015,pH1N1 NA epitope,beth-1 single gene,H1N1,JP,Asia,1.081081081
2016,pH1N1 NA epitope,beth-1 single gene,H1N1,JP,Asia,0.385542169
2017,pH1N1 NA epitope,beth-1 single gene,H1N1,JP,Asia,0.50887574
2018,pH1N1 NA epitope,beth-1 single gene,H1N1,JP,Asia,1.057471264
2019,pH1N1 NA epitope,beth-1 single gene,H1N1,JP,Asia,0.362275449
2013,pH1N1 NA epitope,beth-1 single gene,H1N1,SG,Asia,0.303030303
2014,pH1N1 NA epitope,beth-1 single gene,H1N1,SG,Asia,0.2
2015,pH1N1 NA epitope,beth-1 single gene,H1N1,SG,Asia,1.228813559
2016,pH1N1 NA epitope,beth-1 single gene,H1N1,SG,Asia,0.094202899
2017,pH1N1 NA epitope,beth-1 single gene,H1N1,SG,Asia,0.879032258
2018,pH1N1 NA epitope,beth-1 single gene,H1N1,SG,Asia,1.113821138
2019,pH1N1 NA epitope,beth-1 single gene,H1N1,SG,Asia,0.794392523
2003,H3N2 HA protein,beth-1 single gene,H3N2,NY,North America,11.11111111
2004,H3N2 HA protein,beth-1 single gene,H3N2,NY,North America,3.465909091
2005,H3N2 HA protein,beth-1 single gene,H3N2,NY,North America,1.555555556
2006,H3N2 HA protein,beth-1 single gene,H3N2,NY,North America,2.679245283
2007,H3N2 HA protein,beth-1 single gene,H3N2,NY,North America,6.40625
2008,H3N2 HA protein,beth-1 single gene,H3N2,NY,North America,9.024390244
2009,H3N2 HA protein,beth-1 single gene,H3N2,NY,North America,4.753246753
2010,H3N2 HA protein,beth-1 single gene,H3N2,NY,North America,6.5
2011,H3N2 HA protein,beth-1 single gene,H3N2,NY,North America,9.4375
2012,H3N2 HA protein,beth-1 single gene,H3N2,NY,North America,7.973684211
2013,H3N2 HA protein,beth-1 single gene,H3N2,NY,North America,3.205882353
2014,H3N2 HA protein,beth-1 single gene,H3N2,NY,North America,6.777777778
2015,H3N2 HA protein,beth-1 single gene,H3N2,NY,North America,9.666666667
2016,H3N2 HA protein,beth-1 single gene,H3N2,NY,North America,8.189655172
2017,H3N2 HA protein,beth-1 single gene,H3N2,NY,North America,7.041284404
2018,H3N2 HA protein,beth-1 single gene,H3N2,NY,North America,3.64957265
2019,H3N2 HA protein,beth-1 single gene,H3N2,NY,North America,16.30534351
2003,H3N2 HA protein,beth-1 single gene,H3N2,CA,North America,NA
2004,H3N2 HA protein,beth-1 single gene,H3N2,CA,North America,4.666666667
2005,H3N2 HA protein,beth-1 single gene,H3N2,CA,North America,3.75
2006,H3N2 HA protein,beth-1 single gene,H3N2,CA,North America,2.875
2007,H3N2 HA protein,beth-1 single gene,H3N2,CA,North America,5.444444444
2008,H3N2 HA protein,beth-1 single gene,H3N2,CA,North America,10.2
2009,H3N2 HA protein,beth-1 single gene,H3N2,CA,North America,3.034246575
2010,H3N2 HA protein,beth-1 single gene,H3N2,CA,North America,8.25
2011,H3N2 HA protein,beth-1 single gene,H3N2,CA,North America,9.055555556
2012,H3N2 HA protein,beth-1 single gene,H3N2,CA,North America,6.666666667
2013,H3N2 HA protein,beth-1 single gene,H3N2,CA,North America,3.9
2014,H3N2 HA protein,beth-1 single gene,H3N2,CA,North America,4.78125
2015,H3N2 HA protein,beth-1 single gene,H3N2,CA,North America,9.320512821
2016,H3N2 HA protein,beth-1 single gene,H3N2,CA,North America,9.976377953
2017,H3N2 HA protein,beth-1 single gene,H3N2,CA,North America,5.932960894
2018,H3N2 HA protein,beth-1 single gene,H3N2,CA,North America,2.61971831
2019,H3N2 HA protein,beth-1 single gene,H3N2,CA,North America,15.56589147
2003,H3N2 HA protein,beth-1 single gene,H3N2,CAN,North America,NA
2004,H3N2 HA protein,beth-1 single gene,H3N2,CAN,North America,NA
2005,H3N2 HA protein,beth-1 single gene,H3N2,CAN,North America,14.75
2006,H3N2 HA protein,beth-1 single gene,H3N2,CAN,North America,14.6
2007,H3N2 HA protein,beth-1 single gene,H3N2,CAN,North America,11.27272727
2008,H3N2 HA protein,beth-1 single gene,H3N2,CAN,North America,NA
2009,H3N2 HA protein,beth-1 single gene,H3N2,CAN,North America,3.833333333
2010,H3N2 HA protein,beth-1 single gene,H3N2,CAN,North America,7.928571429
2011,H3N2 HA protein,beth-1 single gene,H3N2,CAN,North America,9.3
2012,H3N2 HA protein,beth-1 single gene,H3N2,CAN,North America,8.961538462
2013,H3N2 HA protein,beth-1 single gene,H3N2,CAN,North America,3.136363636
2014,H3N2 HA protein,beth-1 single gene,H3N2,CAN,North America,5.80952381
2015,H3N2 HA protein,beth-1 single gene,H3N2,CAN,North America,9.281818182
2016,H3N2 HA protein,beth-1 single gene,H3N2,CAN,North America,11.45783133
2017,H3N2 HA protein,beth-1 single gene,H3N2,CAN,North America,5.415966387
2018,H3N2 HA protein,beth-1 single gene,H3N2,CAN,North America,3.350332594
2019,H3N2 HA protein,beth-1 single gene,H3N2,CAN,North America,10.96256684
2003,H3N2 HA protein,beth-1 single gene,H3N2,UK,Europe,NA
2004,H3N2 HA protein,beth-1 single gene,H3N2,UK,Europe,3.904761905
2005,H3N2 HA protein,beth-1 single gene,H3N2,UK,Europe,NA
2006,H3N2 HA protein,beth-1 single gene,H3N2,UK,Europe,NA
2007,H3N2 HA protein,beth-1 single gene,H3N2,UK,Europe,NA
2008,H3N2 HA protein,beth-1 single gene,H3N2,UK,Europe,NA
2009,H3N2 HA protein,beth-1 single gene,H3N2,UK,Europe,NA
2010,H3N2 HA protein,beth-1 single gene,H3N2,UK,Europe,8
2011,H3N2 HA protein,beth-1 single gene,H3N2,UK,Europe,8.857142857
2012,H3N2 HA protein,beth-1 single gene,H3N2,UK,Europe,9.522727273
2013,H3N2 HA protein,beth-1 single gene,H3N2,UK,Europe,3.826086957
2014,H3N2 HA protein,beth-1 single gene,H3N2,UK,Europe,6.333333333
2015,H3N2 HA protein,beth-1 single gene,H3N2,UK,Europe,10.0075
2016,H3N2 HA protein,beth-1 single gene,H3N2,UK,Europe,12.76363636
2017,H3N2 HA protein,beth-1 single gene,H3N2,UK,Europe,5.184347826
2018,H3N2 HA protein,beth-1 single gene,H3N2,UK,Europe,4.363235294
2019,H3N2 HA protein,beth-1 single gene,H3N2,UK,Europe,9.866220736
2003,H3N2 HA protein,beth-1 single gene,H3N2,GER,Europe,NA
2004,H3N2 HA protein,beth-1 single gene,H3N2,GER,Europe,NA
2005,H3N2 HA protein,beth-1 single gene,H3N2,GER,Europe,NA
2006,H3N2 HA protein,beth-1 single gene,H3N2,GER,Europe,NA
2007,H3N2 HA protein,beth-1 single gene,H3N2,GER,Europe,NA
2008,H3N2 HA protein,beth-1 single gene,H3N2,GER,Europe,8
2009,H3N2 HA protein,beth-1 single gene,H3N2,GER,Europe,NA
2010,H3N2 HA protein,beth-1 single gene,H3N2,GER,Europe,NA
2011,H3N2 HA protein,beth-1 single gene,H3N2,GER,Europe,9.285714286
2012,H3N2 HA protein,beth-1 single gene,H3N2,GER,Europe,11
2013,H3N2 HA protein,beth-1 single gene,H3N2,GER,Europe,6.454545455
2014,H3N2 HA protein,beth-1 single gene,H3N2,GER,Europe,4.571428571
2015,H3N2 HA protein,beth-1 single gene,H3N2,GER,Europe,8.945454545
2016,H3N2 HA protein,beth-1 single gene,H3N2,GER,Europe,5.923076923
2017,H3N2 HA protein,beth-1 single gene,H3N2,GER,Europe,4.931034483
2018,H3N2 HA protein,beth-1 single gene,H3N2,GER,Europe,4.056603774
2019,H3N2 HA protein,beth-1 single gene,H3N2,GER,Europe,11.05376344
2003,H3N2 HA protein,beth-1 single gene,H3N2,FR,Europe,NA
2004,H3N2 HA protein,beth-1 single gene,H3N2,FR,Europe,NA
2005,H3N2 HA protein,beth-1 single gene,H3N2,FR,Europe,NA
2006,H3N2 HA protein,beth-1 single gene,H3N2,FR,Europe,NA
2007,H3N2 HA protein,beth-1 single gene,H3N2,FR,Europe,3.5
2008,H3N2 HA protein,beth-1 single gene,H3N2,FR,Europe,9.5
2009,H3N2 HA protein,beth-1 single gene,H3N2,FR,Europe,1.368421053
2010,H3N2 HA protein,beth-1 single gene,H3N2,FR,Europe,8
2011,H3N2 HA protein,beth-1 single gene,H3N2,FR,Europe,8.555555556
2012,H3N2 HA protein,beth-1 single gene,H3N2,FR,Europe,10.38235294
2013,H3N2 HA protein,beth-1 single gene,H3N2,FR,Europe,3.19047619
2014,H3N2 HA protein,beth-1 single gene,H3N2,FR,Europe,4
2015,H3N2 HA protein,beth-1 single gene,H3N2,FR,Europe,8.291139241
2016,H3N2 HA protein,beth-1 single gene,H3N2,FR,Europe,12.21621622
2017,H3N2 HA protein,beth-1 single gene,H3N2,FR,Europe,3.598253275
2018,H3N2 HA protein,beth-1 single gene,H3N2,FR,Europe,7.041666667
2019,H3N2 HA protein,beth-1 single gene,H3N2,FR,Europe,10.23809524
2003,H3N2 HA protein,beth-1 single gene,H3N2,HK,Asia,NA
2004,H3N2 HA protein,beth-1 single gene,H3N2,HK,Asia,6.714285714
2005,H3N2 HA protein,beth-1 single gene,H3N2,HK,Asia,2.846153846
2006,H3N2 HA protein,beth-1 single gene,H3N2,HK,Asia,NA
2007,H3N2 HA protein,beth-1 single gene,H3N2,HK,Asia,8
2008,H3N2 HA protein,beth-1 single gene,H3N2,HK,Asia,8
2009,H3N2 HA protein,beth-1 single gene,H3N2,HK,Asia,5.593220339
2010,H3N2 HA protein,beth-1 single gene,H3N2,HK,Asia,7.181818182
2011,H3N2 HA protein,beth-1 single gene,H3N2,HK,Asia,9.384615385
2012,H3N2 HA protein,beth-1 single gene,H3N2,HK,Asia,12.33333333
2013,H3N2 HA protein,beth-1 single gene,H3N2,HK,Asia,2.7
2014,H3N2 HA protein,beth-1 single gene,H3N2,HK,Asia,5.72972973
2015,H3N2 HA protein,beth-1 single gene,H3N2,HK,Asia,9.529411765
2016,H3N2 HA protein,beth-1 single gene,H3N2,HK,Asia,11.96296296
2017,H3N2 HA protein,beth-1 single gene,H3N2,HK,Asia,6.78111588
2018,H3N2 HA protein,beth-1 single gene,H3N2,HK,Asia,10.34848485
2019,H3N2 HA protein,beth-1 single gene,H3N2,HK,Asia,7.01369863
2003,H3N2 HA protein,beth-1 single gene,H3N2,SCP,Asia,7.7
2004,H3N2 HA protein,beth-1 single gene,H3N2,SCP,Asia,6.382352941
2005,H3N2 HA protein,beth-1 single gene,H3N2,SCP,Asia,3.060606061
2006,H3N2 HA protein,beth-1 single gene,H3N2,SCP,Asia,14
2007,H3N2 HA protein,beth-1 single gene,H3N2,SCP,Asia,8.090909091
2008,H3N2 HA protein,beth-1 single gene,H3N2,SCP,Asia,9.523809524
2009,H3N2 HA protein,beth-1 single gene,H3N2,SCP,Asia,6.150537634
2010,H3N2 HA protein,beth-1 single gene,H3N2,SCP,Asia,8.222222222
2011,H3N2 HA protein,beth-1 single gene,H3N2,SCP,Asia,9.125
2012,H3N2 HA protein,beth-1 single gene,H3N2,SCP,Asia,12.26
2013,H3N2 HA protein,beth-1 single gene,H3N2,SCP,Asia,3.966666667
2014,H3N2 HA protein,beth-1 single gene,H3N2,SCP,Asia,5.562043796
2015,H3N2 HA protein,beth-1 single gene,H3N2,SCP,Asia,8.526011561
2016,H3N2 HA protein,beth-1 single gene,H3N2,SCP,Asia,11.07207207
2017,H3N2 HA protein,beth-1 single gene,H3N2,SCP,Asia,7.158311346
2018,H3N2 HA protein,beth-1 single gene,H3N2,SCP,Asia,8.893617021
2019,H3N2 HA protein,beth-1 single gene,H3N2,SCP,Asia,7.048951049
2003,H3N2 HA protein,beth-1 single gene,H3N2,JP,Asia,9
2004,H3N2 HA protein,beth-1 single gene,H3N2,JP,Asia,5
2005,H3N2 HA protein,beth-1 single gene,H3N2,JP,Asia,4
2006,H3N2 HA protein,beth-1 single gene,H3N2,JP,Asia,4.4
2007,H3N2 HA protein,beth-1 single gene,H3N2,JP,Asia,9.4
2008,H3N2 HA protein,beth-1 single gene,H3N2,JP,Asia,9.25
2009,H3N2 HA protein,beth-1 single gene,H3N2,JP,Asia,3.666666667
2010,H3N2 HA protein,beth-1 single gene,H3N2,JP,Asia,8
2011,H3N2 HA protein,beth-1 single gene,H3N2,JP,Asia,11.33333333
2012,H3N2 HA protein,beth-1 single gene,H3N2,JP,Asia,11.28138528
2013,H3N2 HA protein,beth-1 single gene,H3N2,JP,Asia,2.858974359
2014,H3N2 HA protein,beth-1 single gene,H3N2,JP,Asia,5.103585657
2015,H3N2 HA protein,beth-1 single gene,H3N2,JP,Asia,10.77350427
2016,H3N2 HA protein,beth-1 single gene,H3N2,JP,Asia,12.07291667
2017,H3N2 HA protein,beth-1 single gene,H3N2,JP,Asia,5.850230415
2018,H3N2 HA protein,beth-1 single gene,H3N2,JP,Asia,6.05904059
2019,H3N2 HA protein,beth-1 single gene,H3N2,JP,Asia,8.462395543
2003,H3N2 HA protein,beth-1 single gene,H3N2,SG,Asia,8
2004,H3N2 HA protein,beth-1 single gene,H3N2,SG,Asia,3
2005,H3N2 HA protein,beth-1 single gene,H3N2,SG,Asia,5
2006,H3N2 HA protein,beth-1 single gene,H3N2,SG,Asia,NA
2007,H3N2 HA protein,beth-1 single gene,H3N2,SG,Asia,7.25
2008,H3N2 HA protein,beth-1 single gene,H3N2,SG,Asia,9.625
2009,H3N2 HA protein,beth-1 single gene,H3N2,SG,Asia,6.178571429
2010,H3N2 HA protein,beth-1 single gene,H3N2,SG,Asia,7.048780488
2011,H3N2 HA protein,beth-1 single gene,H3N2,SG,Asia,9.765100671
2012,H3N2 HA protein,beth-1 single gene,H3N2,SG,Asia,10.77333333
2013,H3N2 HA protein,beth-1 single gene,H3N2,SG,Asia,2.777777778
2014,H3N2 HA protein,beth-1 single gene,H3N2,SG,Asia,5.84
2015,H3N2 HA protein,beth-1 single gene,H3N2,SG,Asia,10.21212121
2016,H3N2 HA protein,beth-1 single gene,H3N2,SG,Asia,12.86577181
2017,H3N2 HA protein,beth-1 single gene,H3N2,SG,Asia,5.644444444
2018,H3N2 HA protein,beth-1 single gene,H3N2,SG,Asia,9.763157895
2019,H3N2 HA protein,beth-1 single gene,H3N2,SG,Asia,7.189189189
2003,H3N2 HA epitope,beth-1 single gene,H3N2,NY,North America,5.111111111
2004,H3N2 HA epitope,beth-1 single gene,H3N2,NY,North America,1.818181818
2005,H3N2 HA epitope,beth-1 single gene,H3N2,NY,North America,0.827160494
2006,H3N2 HA epitope,beth-1 single gene,H3N2,NY,North America,0.905660377
2007,H3N2 HA epitope,beth-1 single gene,H3N2,NY,North America,4.6875
2008,H3N2 HA epitope,beth-1 single gene,H3N2,NY,North America,5.43902439
2009,H3N2 HA epitope,beth-1 single gene,H3N2,NY,North America,4.454545455
2010,H3N2 HA epitope,beth-1 single gene,H3N2,NY,North America,5.333333333
2011,H3N2 HA epitope,beth-1 single gene,H3N2,NY,North America,8.1875
2012,H3N2 HA epitope,beth-1 single gene,H3N2,NY,North America,6
2013,H3N2 HA epitope,beth-1 single gene,H3N2,NY,North America,2.117647059
2014,H3N2 HA epitope,beth-1 single gene,H3N2,NY,North America,3.944444444
2015,H3N2 HA epitope,beth-1 single gene,H3N2,NY,North America,6.282485876
2016,H3N2 HA epitope,beth-1 single gene,H3N2,NY,North America,5.465517241
2017,H3N2 HA epitope,beth-1 single gene,H3N2,NY,North America,5.165137615
2018,H3N2 HA epitope,beth-1 single gene,H3N2,NY,North America,2.820512821
2019,H3N2 HA epitope,beth-1 single gene,H3N2,NY,North America,10.13740458
2003,H3N2 HA epitope,beth-1 single gene,H3N2,CA,North America,NA
2004,H3N2 HA epitope,beth-1 single gene,H3N2,CA,North America,3.333333333
2005,H3N2 HA epitope,beth-1 single gene,H3N2,CA,North America,2.25
2006,H3N2 HA epitope,beth-1 single gene,H3N2,CA,North America,0.75
2007,H3N2 HA epitope,beth-1 single gene,H3N2,CA,North America,4.111111111
2008,H3N2 HA epitope,beth-1 single gene,H3N2,CA,North America,5.9
2009,H3N2 HA epitope,beth-1 single gene,H3N2,CA,North America,2.5
2010,H3N2 HA epitope,beth-1 single gene,H3N2,CA,North America,6.5
2011,H3N2 HA epitope,beth-1 single gene,H3N2,CA,North America,7.944444444
2012,H3N2 HA epitope,beth-1 single gene,H3N2,CA,North America,4.833333333
2013,H3N2 HA epitope,beth-1 single gene,H3N2,CA,North America,2.266666667
2014,H3N2 HA epitope,beth-1 single gene,H3N2,CA,North America,3.03125
2015,H3N2 HA epitope,beth-1 single gene,H3N2,CA,North America,6.038461538
2016,H3N2 HA epitope,beth-1 single gene,H3N2,CA,North America,7.149606299
2017,H3N2 HA epitope,beth-1 single gene,H3N2,CA,North America,3.854748603
2018,H3N2 HA epitope,beth-1 single gene,H3N2,CA,North America,1.76056338
2019,H3N2 HA epitope,beth-1 single gene,H3N2,CA,North America,9.658914729
2003,H3N2 HA epitope,beth-1 single gene,H3N2,CAN,North America,NA
2004,H3N2 HA epitope,beth-1 single gene,H3N2,CAN,North America,NA
2005,H3N2 HA epitope,beth-1 single gene,H3N2,CAN,North America,8
2006,H3N2 HA epitope,beth-1 single gene,H3N2,CAN,North America,3.8
2007,H3N2 HA epitope,beth-1 single gene,H3N2,CAN,North America,5.909090909
2008,H3N2 HA epitope,beth-1 single gene,H3N2,CAN,North America,NA
2009,H3N2 HA epitope,beth-1 single gene,H3N2,CAN,North America,2.833333333
2010,H3N2 HA epitope,beth-1 single gene,H3N2,CAN,North America,7.214285714
2011,H3N2 HA epitope,beth-1 single gene,H3N2,CAN,North America,8.5
2012,H3N2 HA epitope,beth-1 single gene,H3N2,CAN,North America,6.692307692
2013,H3N2 HA epitope,beth-1 single gene,H3N2,CAN,North America,1.977272727
2014,H3N2 HA epitope,beth-1 single gene,H3N2,CAN,North America,3.19047619
